('COLI01-FIBR-TINA-XC22478', 'COLIMA', 'COLIMA', 'TINAJAS', 'Felipe Perez Arceo', 'TEPAMES CENTRAL', 'ONU', 'XC220_G3V', 'FIBRA', '10.0.48.239', '19.042666', '-103.5835', '478', 'LON', 'LOL-0', '478-COLI01-TEPAMES CENTRAL-FIBR-XC220_G3V-Felipe Perez Arceo-COLI-478')
21-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-FRACC PALO ALTO-COL01-VVU-VILL-021,3,19.27222846,-103.7826477,COL01-VVU-VILL-021,10.21.143.62,VILLA
22-COLI-T.COMPSEGU-VVU-AXIS-Q6155-E-PTZ-LA CUMBRE ACAPULCO JARDIN-COL01-VVU-COLI-022,3,19.224948,-103.705759,COL01-VVU-COLI-022,10.21.142.35,COLIMA
22-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-PABLO LATAPI-COL01-VVU-MANZ-022,3,19.117686,-104.331405,COL01-VVU-MANZ-022,10.21.110.17,MANZANILLO
22-TECO-T.TORRETECOC2-VVU-AXIS-Q6155-E-PTZ-SURTIDORA FERRETERA-COL01-VVU-TECO-022,3,18.908166,-103.866275,COL01-VVU-TECO-022,10.21.151.20,TECOMAN
22-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-PUENTE 5 DE MAYO-COL01-VVU-VILL-022,2,19.25301,-103.739149,COL01-VVU-VILL-022,10.21.130.65,VILLA
23-COLI-T.COMPSEGU-VVU-AXIS-Q6155-E-PTZ-GTA MILENIO-COL01-VVU-COLI-023,3,19.23037,-103.70376,COL01-VVU-COLI-023,10.21.142.23,COLIMA
23-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-OXXO MARIMAR-COL01-VVU-MANZ-023,3,19.123585,-104.324865,COL01-VVU-MANZ-023,10.21.110.2,MANZANILLO
23-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-PARQUE SAN JOSE-COL01-VVU-TECO-023,3,18.891959,-103.878235,COL01-VVU-TECO-023,10.21.120.90,TECOMAN
23-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-JOSE DE RUIZ COLON-COL01-VVU-VILL-023,3,19.250453,-103.743387,COL01-VVU-VILL-023,10.21.130.68,VILLA
24-COLI-T.COMPSEGU-VVU-AXIS-Q6155-E-PTZ-HEROES BRAVO-COL01-VVU-COLI-024,3,19.236131,-103.698164,COL01-VVU-COLI-024,10.21.142.50,COLIMA
24-MANZ-T.TORO-VVU-AXIS-Q6155-E-PTZ-CENTRAL-COL01-VVU-MANZ-024,3,19.145547,-104.44292,COL01-VVU-MANZ-024,10.21.117.38,MANZANILLO
24-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-DIAZ ORDAZ-COL01-VVU-TECO-024,3,18.896294,-103.87952,COL01-VVU-TECO-024,10.21.120.87,TECOMAN
24-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-KIOSKO NINOS HEROES-COL01-VVU-VILL-024,2,19.25679739,-103.7535525,COL01-VVU-VILL-024,10.21.130.71,VILLA
25-COLI-T.COMPSEGU-VVU-AXIS-Q6155-E-PTZ-TECOMAN REVOLUCION FCO VILLA-COL01-VVU-COLI-025,3,19.225762,-103.717294,COL01-VVU-COLI-025,10.21.142.29,COLIMA
25-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-PLAZA MANZANILLO-COL01-VVU-MANZ-025,3,19.106247,-104.335494,COL01-VVU-MANZ-025,10.21.110.68,MANZANILLO
25-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-PANTEON NUEVO-COL01-VVU-TECO-025,3,18.91373824,-103.8857994,COL01-VVU-TECO-025,10.21.120.66,TECOMAN
25-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-NINOS HEROES GRISELDA ALVAREZ-COL01-VVU-VILL-025,3,19.259465,-103.758578,COL01-VVU-VILL-025,10.21.130.74,VILLA
26-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-SALIDA A JIQUILPAN-COL01-VVU-COLI-026,3,19.212672,-103.721524,COL01-VVU-COLI-026,10.21.142.131,COLIMA
26-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-WALTMART-COL01-VVU-MANZ-026,3,19.104054,-104.332153,COL01-VVU-MANZ-026,10.21.110.77,MANZANILLO
26-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-DETECSA-COL01-VVU-TECO-026,3,18.90033537,-103.8831606,COL01-VVU-TECO-026,10.21.120.93,TECOMAN
26-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-SOLIDARIDAD-COL01-VVU-VILL-025,3,19.294729,-103.734031,COL01-VVU-VILL-025,10.21.143.77,VILLA
27-COLI-T.SSP-VVU-AXIS-Q6155-E-PTZ-GTA. REY COLIMAN-COL01-VVU-COLI-027,3,19.230297,-103.72319,COL01-VVU-COLI-027,10.21.142.140,COLIMA
27-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-SORIANA-COL01-VVU-MANZ-027,3,19.101877,-104.326707,COL01-VVU-MANZ-027,10.21.110.38,MANZANILLO
27-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-CITROJUGO-COL01-VVU-TECO-027,3,18.90627477,-103.8779512,COL01-VVU-TECO-027,10.21.120.84,TECOMAN
27-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-SALIDA A MINATITLAN-COL01-VVU-VILL-027,3,19.2735,-103.752147,COL01-VVU-VILL-027,10.21.143.80,VILLA
28-COLI-T.COMPSEGU-VVU-AXIS-Q6155-E-PTZ-MADERO DEL CAMPESINO MARISCOS VERACRUZ-COL01-VVU-COLI-028,3,19.234391,-103.714543,COL01-VVU-COLI-028,10.21.142.47,COLIMA
28-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-CASINO DE LA FERIA-COL01-VVU-MANZ-028,3,19.113866,-104.32357,COL01-VVU-MANZ-028,10.21.110.35,MANZANILLO
28-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-INDECO-COL01-VVU-TECO-028,3,18.90453919,-103.8893868,COL01-VVU-TECO-028,10.21.120.96,TECOMAN
28-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-TERCER ANILLO AKOLLIMAN-COL01-VVU-VILL-028,3,19.284134,-103.736271,COL01-VVU-VILL-028,10.21.143.83,VILLA
29-COLI-T.COMPSEGU-VVU-AXIS-Q6155-E-PTZ-MERCADO MORALETE-COL01-VVU-COLI-029,3,19.237042,-103.712718,COL01-VVU-COLI-029,10.21.142.44,COLIMA
29-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-SAMS CLUB MANZ-COL01-VVU-MANZ-029,3,19.09512,-104.31945,COL01-VVU-MANZ-029,10.21.110.169,MANZANILLO
29-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-COLONIA LIBERTAD-COL01-VVU-TECO-029,3,18.901676,-103.890987,COL01-VVU-TECO-029,10.21.151.86,TECOMAN
29-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-PABLO SILVA DIEGO GARCIA CONDE-COL01-VVU-VILL-029,3,19.247663,-103.757225,COL01-VVU-VILL-029,10.21.130.86,VILLA
30-COLI-T.COMPSEGU-VVU-AXIS-Q6155-E-PTZ-CONALEP-COL01-VVU-COLI-030,3,19.236631,-103.706953,COL01-VVU-COLI-030,10.21.142.32,COLIMA
30-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-SECUNDARIA 1-COL01-VVU-MANZ-030,3,19.090785,-104.314506,COL01-VVU-MANZ-030,10.21.110.178,MANZANILLO
30-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-SALIDA A PASCUALES-COL01-VVU-TECO-030,3,18.90321996,-103.9060459,COL01-VVU-TECO-030,10.21.120.81,TECOMAN
30-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-KIOSKO VILLA FLORES-COL01-VVU-VILL-030,3,19.261852,-103.763517,COL01-VVU-VILL-030,10.21.130.89,VILLA
31-COLI-T.C5-VVU-AXIS-Q6155-E-PTZ-GTA DIF-COL01-VVU-COLI-031,3,19.24455696,-103.7120606,COL01-VVU-COLI-031,10.21.142.17,COLIMA
31-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-CRUCERO LAS BRISAS-COL01-VVU-MANZ-031,3,19.084683,-104.308907,COL01-VVU-MANZ-031,10.21.110.154,MANZANILLO
31-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-YAZAKI-COL01-VVU-TECO-031,3,18.907888,-103.889785,COL01-VVU-TECO-031,10.21.120.78,TECOMAN
31-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-TEC DE COLIMA-COL01-VVU-VILL-031,3,19.262358,-103.725013,COL01-VVU-VILL-031,10.21.130.92,VILLA
32-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-TV AZTECA-COL01-VVU-COLI-032,3,19.23742654,-103.7180825,COL01-VVU-COLI-032,10.21.142.110,COLIMA
32-MANZ-T.POZONEPAL-VVU-AXIS-Q6155-E-PTZ-RESTAURANTE COALATA-COL01-VVU-MANZ-032,3,19.067067,-104.302138,COL01-VVU-MANZ-032,10.21.111.11,MANZANILLO
32-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-TORITO PILLIN-COL01-VVU-TECO-032,3,18.91020523,-103.8824184,COL01-VVU-TECO-032,10.21.120.75,TECOMAN
32-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-EX HACIENDA DEL CARMEN-COL01-VVU-VILL-032,3,19.281073,-103.72882,COL01-VVU-VILL-032,10.21.130.95,VILLA
33-COLI-T.COMPSEGU-VVU-AXIS-Q6155-E-PTZ-GTA CHAC-COL01-VVU-COLI-033,3,19.2331,-103.721312,COL01-VVU-COLI-033,10.21.142.57,COLIMA
33-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-GARZA FLAMINGOS-COL01-VVU-MANZ-033,3,19.107446,-104.325316,COL01-VVU-MANZ-033,10.21.110.50,MANZANILLO
33-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-INDEPENDENCIA ANDADOR 18-COL01-VVU-TECO-033,3,18.92070017,-103.8718219,COL01-VVU-TECO-033,10.21.121.53,TECOMAN
33-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-ROSARIO IBARRA-COL01-VVU-VILL-033,3,19.25945,-103.72641,COL01-VVU-VILL-033,10.21.130.98,VILLA
34-COLI-T.SSP-VVU-AXIS-Q6155-E-PTZ-GTA. SANTANDER-COL01-VVU-COLI-034,3,19.234889,-103.723924,COL01-VVU-COLI-034,10.21.142.143,COLIMA
34-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-VILLAS DEL MAR-COL01-VVU-MANZ-034,3,19.110546,-104.316955,COL01-VVU-MANZ-034,10.21.110.26,MANZANILLO
34-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-MERCADO LAZARO CRDENAS-COL01-VVU-TECO-034,3,18.91478389,-103.878958,COL01-VVU-TECO-034,10.21.120.105,TECOMAN
34-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-DIVISION COLIMA  VDEA-COL01-VVU-VILL-034,3,19.256823,-103.731348,COL01-VVU-VILL-034,10.21.130.101,VILLA
35-COLI-T.C5-VVU-AXIS-Q6155-E-PTZ-IGNACIO SANDOVAL SAN FERNANDO CANCEROLOGIA-COL01-VVU-COLI-035,3,19.24798599,-103.7167487,COL01-VVU-COLI-035,10.21.142.5,COLIMA
35-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-AV PELICANOS-COL01-VVU-MANZ-035,3,19.107512,-104.317216,COL01-VVU-MANZ-035,10.21.110.53,MANZANILLO
35-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-PARQUE CUAUHTEMOC-COL01-VVU-TECO-035,3,18.91546795,-103.8824292,COL01-VVU-TECO-035,10.21.120.69,TECOMAN
35-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-ENTRADA SORIANA-COL01-VVU-VILL-035,3,19.273676,-103.736704,COL01-VVU-VILL-035,10.21.130.104,VILLA
36-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-EL TREBOL-COL01-VVU-COLI-036,3,19.243288,-103.729078,COL01-VVU-COLI-036,10.21.142.89,COLIMA
36-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-ST JOHNS-COL01-VVU-MANZ-036,3,19.105039,-104.318734,COL01-VVU-MANZ-036,10.21.110.47,MANZANILLO
36-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-KIOSKO PALMA REAL-COL01-VVU-TECO-036,3,18.9230324,-103.8894174,COL01-VVU-TECO-036,10.21.120.72,TECOMAN
36-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-WALMART VDEA-COL01-VVU-VILL-036,3,19.282231,-103.732307,COL01-VVU-VILL-036,10.21.130.107,VILLA
37-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-JARDIN NUNEZ-COL01-VVU-COLI-037,3,19.239032,-103.724603,COL01-VVU-COLI-037,10.21.142.116,COLIMA
37-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-ELIAS ZAMORA GAVIOTAS-COL01-VVU-MANZ-037,3,19.107128,-104.312951,COL01-VVU-MANZ-037,10.21.110.56,MANZANILLO
37-TECO-T.TORRESEMEFO-VVU-AXIS-Q6155-E-PTZ-PARQUE PALMA REAL 2-COL01-VVU-TECO-037,3,18.9250662,-103.8971762,COL01-VVU-TECO-037,10.21.120.102,TECOMAN
37-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-GTA. PERRITOS-COL01-VVU-VILL-037,3,19.283737,-103.744195,COL01-VVU-VILL-037,10.21.143.110,VILLA
38-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-DIABLITO-COL01-VVU-COLI-038,3,19.24224,-103.726288,COL01-VVU-COLI-038,10.21.142.95,COLIMA
38-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-ENTRONQUE BARRIO 5-COL01-VVU-MANZ-038,3,19.111019,-104.307619,COL01-VVU-MANZ-038,10.21.110.29,MANZANILLO
38-TECO-T.TORREALCOMUN-VVU-AXIS-Q6155-E-PTZ-URBANO-COL01-VVU-TECO-038,3,19.08412205,-103.8735941,COL01-VVU-TECO-038,10.21.166.8,TECOMAN
38-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-CLINICA 1 IMSS-COL01-VVU-VILL-038,3,19.270064,-103.75908,COL01-VVU-VILL-038,10.21.143.113,VILLA
39-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-PAPELERIA MANZANILLO-COL01-VVU-COLI-039,3,19.24068293,-103.724165,COL01-VVU-COLI-039,10.21.142.101,COLIMA
39-MANZ-T.TORREC4-VVU-AXIS-Q6155-E-PTZ-CARCAMO BARRIO 3-COL01-VVU-MANZ-039,3,19.10227027,-104.3072066,COL01-VVU-MANZ-039,10.21.110.80,MANZANILLO
39-TECO-T.TORREALCOMUN-VVU-AXIS-Q6155-E-PTZ-URBANO-COL01-VVU-TECO-039,3,18.9446275,-103.9219833,COL01-VVU-TECO-039,10.21.166.5,TECOMAN
39-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-PARQUE INDUSTRIAL-COL01-VVU-VILL-039,3,19.238426,-103.76186,COL01-VVU-VILL-039,10.21.130.116,VILLA
40-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-HOTEL CEBALLOS-COL01-VVU-COLI-040,3,19.2434477,-103.7279971,COL01-VVU-COLI-040,10.21.142.74,COLIMA
40-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-LOMAS DEL VALLE1-COL01-VVU-MANZ-040,3,19.104723,-104.304269,COL01-VVU-MANZ-040,10.21.110.175,MANZANILLO
40-TECO-T.TORREPRIMAVERA-VVU-AXIS-Q6155-E-PTZ-LA ESTACION-COL01-VVU-TECO-040,2,18.947291,-103.89723,COL01-VVU-TECO-040,10.21.120.20,TECOMAN
40-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-JUZGADOS DE LA VILLA-COL01-VVU-VILL-040,3,19.263695,-103.734537,COL01-VVU-VILL-040,10.21.130.119,VILLA
41-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-FRAY PEDRO-COL01-VVU-COLI-041,3,19.23526,-103.731404,COL01-VVU-COLI-041,10.21.142.83,COLIMA
41-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-IGLESIA BARRIO 3-COL01-VVU-MANZ-041,3,19.101191,-104.304578,COL01-VVU-MANZ-041,10.21.110.163,MANZANILLO
41-TECO-T.TORRETECOC2-VVU-AXIS-Q6155-E-PTZ-PUERTA DE CALERAS-COL01-VVU-TECO-041,2,18.97763791,-103.8582821,COL01-VVU-TECO-041,10.21.122.2,TECOMAN
41-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-DIANA CAZADORA-COL01-VVU-VILL-041,2,19.254089,-103.744653,COL01-VVU-VILL-041,10.21.143.122,VILLA
42-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-QUINTA EL TIVOLI-COL01-VVU-COLI-042,3,19.226066,-103.734126,COL01-VVU-COLI-042,10.21.142.92,COLIMA
42-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-ESCUELA DE COMERCIO B3-COL01-VVU-MANZ-042,3,19.099892,-104.305302,COL01-VVU-MANZ-042,10.21.110.172,MANZANILLO
42-TECO-T.TORREPRIMAVERA-VVU-AXIS-Q6155-E-PTZ-CERRO DE ORTEGA SALIDA-COL01-VVU-TECO-042,2,18.747945,-103.714135,COL01-VVU-TECO-042,10.21.120.8,TECOMAN
42-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-LA LECHERA-COL01-VVU-VILL-042,3,19.244094,-103.74839,COL01-VVU-VILL-042,10.21.130.125,VILLA
43-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-ENTRADA CANCEROLOGIA TIVOLI-COL01-VVU-COLI-043,3,19.222288,-103.733251,COL01-VVU-COLI-043,10.21.142.68,COLIMA
43-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-MERCADO DEL VALLE-COL01-VVU-MANZ-043,3,19.09492,-104.302675,COL01-VVU-MANZ-043,10.21.110.166,MANZANILLO
43-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-TORITO-COL01-VVU-VILL-043,3,19.266247,-103.738999,COL01-VVU-VILL-043,10.21.130.128,VILLA
44-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-COL TORRES QUINTERO-COL01-VVU-COLI-044,3,19.226695,-103.7409,COL01-VVU-COLI-044,10.21.142.65,COLIMA
44-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-SEMAFORO BARRIO 2-COL01-VVU-MANZ-044,3,19.092598,-104.301183,COL01-VVU-MANZ-044,10.21.110.157,MANZANILLO
44-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-JARDIN VILLA IZCALLI-COL01-VVU-VILL-044,3,19.287638,-103.734533,COL01-VVU-VILL-044,10.21.130.131,VILLA
45-COLI-T.COMPSEGU-VVU-AXIS-Q6155-E-PTZ-BRECHA TORRES QUINTERO LIBRAMIENTO SUR-COL01-VVU-COLI-045,3,19.219412,-103.749129,COL01-VVU-COLI-045,10.21.142.53,COLIMA
45-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-PRIMAVERA PESQUERA-COL01-VVU-MANZ-045,3,19.093651,-104.299171,COL01-VVU-MANZ-045,10.21.110.160,MANZANILLO
45-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-DIOSA DEL AGUA-COL01-VVU-VILL-045,3,19.273581,-103.739534,COL01-VVU-VILL-045,10.21.143.134,VILLA
46-COLI-T.LACUMBRE-VVU-AXIS-Q6155-E-PTZ-PEMEX-COL01-VVU-COLI-046,3,19.2349829,-103.7671519,COL01-VVU-COLI-046,10.21.142.128,COLIMA
46-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-CASA HOGAR LIBORIO ESPINOZA-COL01-VVU-MANZ-046,3,19.09238911,-104.2912373,COL01-VVU-MANZ-046,10.21.110.130,MANZANILLO
46-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-EL ANGEL-COL01-VVU-VILL-046,3,19.270758,-103.747466,COL01-VVU-VILL-046,10.21.143.137,VILLA
47-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-RECOLAVI PRADOS DEL SUR-COL01-VVU-COLI-047,3,19.23416,-103.752109,COL01-VVU-COLI-047,10.21.142.62,COLIMA
47-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-CALLE BALLENA-COL01-VVU-MANZ-047,3,19.082238,-104.287503,COL01-VVU-MANZ-047,10.21.110.139,MANZANILLO
47-VILL-T.VDA-VVU-AXIS-Q6155-E-PTZ-LOS VOLCANES-COL01-VVU-VILL-047,3,19.28367766,-103.7798852,COL01-VVU-VILL-047,10.21.130.146,VILLA
48-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-ALBARRADA ENTRADA DIF-COL01-VVU-COLI-048,3,19.23666223,-103.7429737,COL01-VVU-COLI-048,10.21.142.98,COLIMA
48-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-PEZ VELA-COL01-VVU-MANZ-048,3,19.078018,-104.287258,COL01-VVU-MANZ-048,10.21.110.142,MANZANILLO
49-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-ANASTACIO BRIZUELA SOSTENES ROCHA-COL01-VVU-COLI-049,3,19.239827,-103.7386676,COL01-VVU-COLI-049,10.21.142.104,COLIMA
49-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-CARRETERA JALIPA ALGODONES-COL01-VVU-MANZ-049,3,19.090574,-104.278315,COL01-VVU-MANZ-049,10.21.110.133,MANZANILLO
50-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-GTA DEL CHARRO-COL01-VVU-COLI-050,3,19.243921,-103.736111,COL01-VVU-COLI-050,10.21.142.107,COLIMA
50-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-EJIDO FRANCISCO VILLA-COL01-VVU-MANZ-050,3,19.109963,-104.262057,COL01-VVU-MANZ-050,10.21.110.136,MANZANILLO
51-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-OXXO 5 DE MAYO-COL01-VVU-COLI-051,3,19.24869409,-103.7332102,COL01-VVU-COLI-051,10.21.142.77,COLIMA
51-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-FLETES WOODWARD-COL01-VVU-MANZ-051,3,19.07259444,-104.2802556,COL01-VVU-MANZ-051,10.21.110.151,MANZANILLO
52-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-JARDIN SAN FCO.-COL01-VVU-COLI-052,3,19.253718,-103.730195,COL01-VVU-COLI-052,10.21.142.71,COLIMA
52-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-SEMAFORO TAPEIXTLES-COL01-VVU-MANZ-052,3,19.068941,-104.28608,COL01-VVU-MANZ-052,10.21.110.148,MANZANILLO
53-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-ISENCO-COL01-VVU-COLI-053,3,19.25414948,-103.725105,COL01-VVU-COLI-053,10.21.142.80,COLIMA
53-MANZ-T.PROTCIVIL-VVU-AXIS-Q6155-E-PTZ-LIBRAMIENTO TAPEIXTLES-COL01-VVU-MANZ-053,3,19.065809,-104.280743,COL01-VVU-MANZ-053,10.21.110.145,MANZANILLO
54-COLI-T.LAMARINA-VVU-AXIS-Q6155-E-PTZ-PLAZA SAN FERNANDO-COL01-VVU-COLI-054,3,19.2511818,-103.7211794,COL01-VVU-COLI-054,10.21.142.113,COLIMA
54-MANZ-T.POZONEPAL-VVU-AXIS-Q6155-E-PTZ-LA FLECHITA-COL01-VVU-MANZ-054,3,19.062792,-104.289897,COL01-VVU-MANZ-054,10.21.111.14,MANZANILLO
55-COLI-T.COMPSEGU-VVU-AXIS-Q6155-E-PTZ-LIBRAMENTO CENTRAL-COL01-VVU-COLI-055,3,19.23560862,-103.703297,COL01-VVU-COLI-055,10.21.142.59,COLIMA
55-MANZ-T.POZONEPAL-VVU-AXIS-Q6155-E-PTZ-LAS JOYAS-COL01-VVU-MANZ-055,3,19.05644,-104.293519,COL01-VVU-MANZ-055,10.21.111.8,MANZANILLO
56-MANZ-T.POCITOS-VVU-AXIS-Q6155-E-PTZ-EL TAJO-COL01-VVU-MANZ-056,3,19.053142,-104.310354,COL01-VVU-MANZ-056,10.21.111.37,MANZANILLO
57-MANZ-T.POCITOS-VVU-AXIS-Q6155-E-PTZ-TRIANGULITO MANZ-COL01-VVU-MANZ-057,3,19.050934,-104.310375,COL01-VVU-MANZ-057,10.21.111.40,MANZANILLO
58-MANZ-T.POCITOS-VVU-AXIS-Q6155-E-PTZ-BIBLIOTECA-COL01-VVU-MANZ-058,3,19.053286,-104.31388,COL01-VVU-MANZ-058,10.21.111.34,MANZANILLO
59-MANZ-T.POCITOS-VVU-AXIS-Q6155-E-PTZ-PRESIDENCIA MANZANILLO-COL01-VVU-MANZ-059,3,19.053924,-104.316158,COL01-VVU-MANZ-059,10.21.111.49,MANZANILLO
60-MANZ-T.POCITOS-VVU-AXIS-Q6155-E-PTZ-LAS PALMITAS-COL01-VVU-MANZ-060,3,19.048924,-104.318866,COL01-VVU-MANZ-060,10.21.111.43,MANZANILLO
62-MANZ-T.CENTROSALUD-VVU-AXIS-Q6155-E-PTZ-CENTRO DE SALUD EL COLOMO-COL01-VVU-MANZ-062,3,19.055749,-104.241874,COL01-VVU-MANZ-062,10.21.111.103,MANZANILLO
63-MANZ-T.CENTROSALUD-VVU-AXIS-Q6155-E-PTZ-LIBRAMIENTO EL COLOMO-COL01-VVU-MANZ-063,3,19.049337,-104.223426,COL01-VVU-MANZ-063,10.21.111.106,MANZANILLO
64-MANZ-T.CENTROSALUD-VVU-AXIS-Q6155-E-PTZ-EL COLOMO-COL01-VVU-MANZ-064,3,19.060591,-104.259918,COL01-VVU-MANZ-064,10.21.111.100,MANZANILLO
65-MANZ-T.CENTROSALUD-VVU-AXIS-Q6155-E-PTZ-PUENTE EL COLOMO-COL01-VVU-MANZ-065,3,19.051328,-104.268144,COL01-VVU-MANZ-065,10.21.111.112,MANZANILLO
66-MANZ-T.TORO-VVU-AXIS-Q6155-E-PTZ-MARABASCO-COL01-VVU-MANZ-066,3,19.232642,-104.548235,COL01-VVU-MANZ-066,10.21.117.35,MANZANILLO
